Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 25 3",1,121,350,150,25,3,100,24,28,100,1,16
3,move,"move 23 27",2,126,350,150,25,3,100,23,27,100,1,16
4,move,"move 2 17",3,131,350,150,25,3,100,23,27,100,2,17
5,move,"move 24 4",1,136,350,150,24,4,100,23,27,100,2,17
6,dig,"dig 22 28",2,143,350,150,24,4,100,23,27,100,2,17
7,dig,"dig 3 16",3,150,350,150,24,4,100,23,27,100,2,17
8,move,"move 23 3",1,155,350,150,23,3,100,23,27,100,2,17
9,move,"move 22 28",2,160,350,150,23,3,100,22,28,100,2,17
10,move,"move 1 16",3,165,350,150,23,3,100,22,28,100,1,16
11,move,"move 24 4",1,170,350,150,24,4,100,22,28,100,1,16
12,move,"move 23 29",2,175,350,150,24,4,100,23,29,100,1,16
13,move,"move 2 15",3,180,350,150,24,4,100,23,29,100,2,15
14,move,"move 23 3",1,185,350,150,23,3,100,23,29,100,2,15
15,move,"move 22 28",2,190,350,150,23,3,100,22,28,100,2,15
16,move,"move 3 16",3,195,350,150,23,3,100,22,28,100,3,16
17,dig,"dig 22 4",1,202,350,150,23,3,100,22,28,100,3,16
18,move,"move 23 29",2,207,350,150,23,3,100,23,29,100,3,16
19,dig,"dig 4 15",3,214,350,150,23,3,100,23,29,100,3,16
20,dig,"dig 22 2",1,221,350,150,23,3,100,23,29,100,3,16
21,move,"move 24 28",2,226,350,150,23,3,100,24,28,100,3,16
22,move,"move 2 17",3,231,350,150,23,3,100,24,28,100,2,17
23,move,"move 22 2",1,236,350,150,22,2,100,24,28,100,2,17
24,move,"move 23 27",2,241,350,150,22,2,100,23,27,100,2,17
25,move,"move 3 16",3,246,350,150,22,2,100,23,27,100,3,16
26,dig,"dig 23 1",1,253,350,150,22,2,100,23,27,100,3,16
27,move,"move 24 28",2,258,350,150,22,2,100,24,28,100,3,16
28,move,"move 2 17",3,263,350,150,22,2,100,24,28,100,2,17
29,move,"move 23 1",1,268,350,150,23,1,100,24,28,100,2,17
30,move,"move 23 29",2,273,350,150,23,1,100,23,29,100,2,17
31,dig,"dig 1 18",3,280,350,150,23,1,100,23,29,100,2,17
32,nothing,"nothing "Player chose to do nothing"",1,280,350,150,23,1,100,23,29,100,2,17
33,dig,"dig 22 30",2,287,350,150,23,1,100,23,29,100,2,17
34,move,"move 1 16",3,292,350,150,23,1,100,23,29,100,1,16
35,nothing,"nothing "Player chose to do nothing"",1,292,350,150,23,1,100,23,29,100,1,16
36,move,"move 22 28",2,297,350,150,23,1,100,22,28,100,1,16
37,move,"move 0 15",3,302,350,150,23,1,100,22,28,100,0,15
38,nothing,"nothing "Player chose to do nothing"",1,302,350,150,23,1,100,22,28,100,0,15
39,move,"move 23 27",2,307,350,150,23,1,100,23,27,100,0,15
40,dig,"dig 1 14",3,314,350,150,23,1,100,23,27,100,0,15
41,nothing,"nothing "Player chose to do nothing"",1,314,350,150,23,1,100,23,27,100,0,15
42,dig,"dig 22 26",2,321,350,150,23,1,100,23,27,100,0,15
43,move,"move 1 14",3,326,350,150,23,1,100,23,27,100,1,14
44,move,"move 22 2",1,331,350,150,22,2,100,23,27,100,1,14
45,move,"move 22 26",2,336,350,150,22,2,100,22,26,100,1,14
46,move,"move 2 15",3,341,350,150,22,2,100,22,26,100,2,15
47,dig,"dig 21 1",1,348,350,150,22,2,100,22,26,100,2,15
48,move,"move 21 25",2,353,350,150,22,2,100,21,25,100,2,15
49,dig,"dig 3 14",3,360,350,150,22,2,100,21,25,100,2,15
50,dig,"dig 21 3",1,367,350,150,22,2,100,21,25,100,2,15
51,dig,"dig 22 24",2,374,350,150,22,2,100,21,25,100,2,15
52,move,"move 3 14",3,379,350,150,22,2,100,21,25,100,3,14
53,move,"move 23 1",1,384,350,150,23,1,100,21,25,100,3,14
54,move,"move 20 24",2,389,350,150,23,1,100,20,24,100,3,14
55,move,"move 2 15",3,394,350,150,23,1,100,20,24,100,2,15
56,dig,"dig 24 2",1,401,350,150,23,1,100,20,24,100,2,15
57,dig,"dig 19 25",2,408,350,150,23,1,100,20,24,100,2,15
58,move,"move 1 14",3,413,350,150,23,1,100,20,24,100,1,14
59,nothing,"nothing "Player chose to do nothing"",1,413,350,150,23,1,100,20,24,100,1,14
60,move,"move 19 25",2,418,350,150,23,1,100,19,25,100,1,14
61,move,"move 2 15",3,423,350,150,23,1,100,19,25,100,2,15
62,move,"move 22 2",1,428,350,150,22,2,100,19,25,100,2,15
63,dig,"dig 18 26",2,435,350,150,22,2,100,19,25,100,2,15
64,move,"move 1 16",3,440,350,150,22,2,100,19,25,100,1,16
65,move,"move 23 1",1,445,350,150,23,1,100,19,25,100,1,16
